24,12,7,3,6
21,17,3,2,3
61,32,19,10,11
83,20,12,8,10
72,22,18,2,4
7,4,5,1,0
216,66,31,17,14
184,69,28,14,20
72,15,7,3,5
128,54,26,10,14
37,15,13,4,2
32,19,7,3,8
12,1,1,1,1
14,3,1,0,2
13,3,0,0,1
13,1,0,1,1
86,39,19,9,15
164,97,41,26,34
214,66,23,6,8
14,5,7,1,2
1,0,5,1,1
16,1,0,2,3
172,51,21,15,9
256,54,20,18,13
185,63,20,16,10
9,2,2,0,2
94,39,14,5,3
71,26,7,3,2
24,7,4,1,1
85,37,10,6,2
69,28,10,7,5
147,61,12,12,18
246,77,11,14,19
373,154,39,26,21
12,9,1,2,1
210,95,20,15,16
39,13,3,2,3
243,68,37,19,16
226,88,23,21,22
433,168,44,30,26
104,44,13,4,9
450,158,36,28,41
20,7,1,2,5
21,5,3,4,1
13,10,0,1,5
3,0,4,0,0
21,12,4,2,5
25,9,5,1,3
21,15,3,3,1
18,4,0,1,1
8,1,1,0,0
6,3,2,1,1
32,9,7,0,3
31,7,5,3,3
20,11,4,3,1
53,5,7,6,4
13,3,2,3,0
28,13,4,4,2
31,7,6,5,2
54,13,4,4,2
45,21,9,9,2
28,19,5,2,3
31,17,3,2,4
228,69,27,25,19
37,19,5,3,4
658,213,91,58,48
315,109,47,24,16
43,16,3,1,3
156,61,13,14,6
163,54,24,7,10
141,32,14,10,9
28,11,3,0,1
31,5,3,0,3
14,5,2,0,3
25,11,1,0,1
55,18,6,1,3
0,3,0,2,0
0,1,0,0,1
254,69,22,21,20
360,127,41,32,33
187,47,20,16,10
132,40,15,9,8
138,45,17,12,7
142,42,20,11,10
100,23,14,6,6
89,31,15,6,7
61,24,8,7,3
24,5,2,1,7
27,13,8,1,3
47,13,9,6,4
8,4,2,1,2
18,11,1,3,2
12,1,1,2,1
97,24,10,12,11
81,13,3,5,4
166,38,12,11,12
96,27,8,9,10
16,6,2,1,2
26,16,5,3,2
25,12,0,1,1
26,14,2,0,1
9,5,1,0,1
0,0,1,0,0
7,5,1,4,1
5,2,4,0,2
42,12,1,6,5
6,1,0,2,0
10,4,2,3,1
7,1,0,1,0
7,3,2,0,0
6,3,2,1,0
2,2,1,0,1
19,4,1,0,2
27,4,1,1,0
15,0,2,0,1
24,16,9,3,2
15,11,9,4,3
6,10,2,0,1
18,14,2,4,2
11,8,3,2,2
16,1,1,1,0
30,18,7,1,4
16,10,4,7,0
8,1,2,2,0
0,0,0,1,0
29,13,3,3,0
77,26,12,9,7
193,79,30,13,31
6,1,1,1,1
14,5,7,0,2
25,9,2,2,4
8,1,2,0,1
8,0,1,0,3
5,10,1,1,3
157,70,29,17,14
79,32,22,9,6
102,50,25,11,6
93,47,18,6,8
3,1,1,2,0
5,1,1,0,1
11,3,0,0,1
3,0,0,0,0
154,54,20,17,19
3,1,0,1,0
3,0,1,0,1
1,1,3,1,1
18,8,4,1,2
17,9,3,6,2
44,15,6,2,3
59,26,15,5,9
33,13,7,0,2
5,3,3,0,0
26,18,5,8,3
18,2,1,2,4
7,1,2,0,4
32,13,1,3,5
59,15,2,7,12
10,3,4,1,3
19,12,7,6,0
4,2,1,2,2
17,7,7,4,0
16,6,6,3,0
4,7,1,1,0
4,2,1,1,0
19,7,2,2,2
13,4,5,2,1
18,18,6,1,2
15,11,5,7,2
7,2,2,1,0
9,2,2,1,1
9,5,2,2,1
9,4,2,4,3
10,4,3,4,3
141,47,16,18,13
80,31,15,11,7
49,26,10,6,5
45,20,5,7,7
111,56,19,11,21
28,12,6,0,5
51,28,4,4,15
109,42,12,10,10
39,15,13,9,5
2,1,3,1,0
2,2,2,2,0
68,27,7,9,3
45,23,3,4,4
26,10,2,1,5
31,9,2,1,6
45,9,1,0,8
21,16,2,6,3
30,16,2,8,3
38,14,4,3,2
42,15,6,5,3
48,24,6,8,8
43,12,5,6,2
112,39,18,11,10
6,1,0,2,1
0,0,1,0,0
15,5,3,2,7
1,0,0,1,2
19,5,2,2,4
7,2,1,0,3
8,2,0,3,2
8,3,0,1,1
29,9,1,5,2
16,2,3,1,0
13,1,2,0,0
13,2,2,1,0
14,6,3,0,2
126,30,10,11,6
129,54,22,13,6
208,62,22,18,14
54,13,7,1,3
21,7,3,1,6
20,12,0,2,3
16,2,1,0,2
64,13,7,1,1
63,19,2,4,4
46,12,4,2,5
72,36,18,4,5
26,18,1,1,1
12,14,2,4,3
13,5,0,0,1
13,1,0,1,1
15,3,0,0,1
12,3,0,1,2
5,2,0,1,1
1,3,0,1,0
43,12,4,1,7
95,13,11,6,6
79,10,7,2,4
33,21,7,0,2
56,23,7,1,4
48,15,6,2,7
26,12,7,2,3
38,21,5,4,3
67,32,5,6,5
47,31,5,7,4
15,6,4,2,6
9,4,4,0,1
10,4,2,1,1
264,73,28,16,10
268,73,20,13,13
187,63,30,9,8
325,131,46,19,27
3,0,0,0,1
2,0,0,0,0
86,32,11,1,4
102,37,8,14,4
138,56,17,13,8
210,71,22,23,10
126,50,17,16,7
120,51,16,19,7
18,2,1,1,1
59,22,3,4,9
160,51,22,15,5
141,37,10,4,7
97,25,12,6,6
144,34,11,8,6
12,5,0,0,0
131,29,17,8,6
16,10,3,1,3
273,64,28,14,19
261,86,26,18,19
95,27,4,6,6
58,15,6,4,6
42,24,7,7,4
120,53,19,12,8
188,83,17,20,13
75,35,7,9,5
192,85,21,12,10
26,16,9,4,3
0,1,0,1,0
142,48,10,10,5
76,24,7,4,4
9,2,1,3,2
4,6,0,2,0
34,7,3,1,2
41,6,1,0,4
183,52,23,8,9
304,80,28,17,9
109,37,12,4,6
13,8,1,2,1
84,30,7,3,10
78,18,3,2,2
25,10,6,3,2
69,16,16,10,5
49,16,10,5,4
22,7,3,0,2
16,5,2,0,1
23,8,4,3,2
66,50,22,11,10
38,10,9,3,6
11,7,5,3,4
61,40,22,6,9
68,45,22,10,9
105,71,25,13,11
27,25,7,5,11
14,11,4,4,5
3,0,0,3,1
57,21,12,10,4
52,30,15,11,0
44,13,12,6,5
27,19,7,1,4
65,27,19,10,4
76,30,13,7,5
232,99,28,22,21
47,21,11,6,9
126,34,22,16,10
41,20,9,9,6
51,33,16,8,10
49,12,7,3,5
18,1,1,1,3
14,0,1,1,1
21,4,1,0,1
16,1,1,2,2
8,3,2,0,3
5,0,0,0,0
8,2,2,0,2
13,4,2,2,2
10,1,3,1,0
34,31,9,3,1
0,1,2,2,1
12,10,6,2,2
26,12,4,6,5
11,4,3,5,0
29,31,17,10,6
16,6,3,2,4
12,9,6,3,4
12,9,0,4,4
19,9,3,1,1
34,14,9,10,1
5,4,0,0,2
27,14,3,1,5
0,0,0,0,2
7,3,2,2,3
10,2,1,0,2
86,23,5,6,10
1,1,0,0,1
7,5,0,2,2
7,3,5,3,1
22,4,3,4,0
1,0,0,0,0
237,71,13,12,10
260,72,18,9,7
212,54,11,9,10
195,54,16,8,11
229,52,14,12,8
209,52,6,9,9
33,12,2,3,2
19,9,2,0,2
47,16,4,4,9
7,7,0,0,2
55,14,6,4,8
37,8,2,4,2
0,2,0,0,0
29,8,6,1,6
27,14,6,1,0
21,7,3,3,3
13,1,4,0,0
17,16,3,1,2
5,12,3,2,1
1,5,1,2,0
1,4,2,0,1
11,13,10,6,5
4,3,8,3,2
13,11,6,4,2
11,8,3,4,4
16,5,0,1,0
59,10,6,5,7
137,56,31,13,10
133,36,14,9,6
64,30,13,2,3
42,14,5,2,6
22,12,5,4,4
19,6,4,2,2
11,10,4,3,3
16,4,2,1,8
10,6,2,1,4
64,29,13,14,10
59,35,11,13,9
70,32,13,15,9
78,30,13,9,9
28,5,2,1,2
95,25,7,5,13
23,6,1,2,3
7,1,0,0,0
13,4,0,4,1
12,3,0,0,0
24,8,2,2,4
40,12,2,2,1
20,9,3,0,0
20,10,2,2,2
52,41,13,8,6
387,82,38,18,10
432,147,53,25,39
46,21,4,8,3
1,1,2,2,0
14,3,1,2,2
31,8,7,2,2
13,5,7,2,1
32,39,8,8,5
15,7,2,2,6
49,22,7,3,3
127,59,14,4,5
116,42,12,11,6
25,12,3,0,2
62,21,7,8,9
9,6,0,0,2
438,170,49,34,19
328,140,52,33,27
144,69,14,15,14
1,1,0,1,0
8,3,2,0,1
7,0,1,1,1
1,0,0,2,1
1,0,0,0,1
193,88,25,23,15
35,13,4,2,5
36,10,4,2,0
23,13,4,1,0
3,0,0,0,0
52,15,3,10,2
26,5,0,4,3
4,0,0,1,0
73,12,3,2,6
121,45,12,3,5
38,21,8,1,1
41,20,7,1,2
421,170,69,50,26
285,118,42,21,25
39,17,6,4,4
34,17,3,4,9
53,26,4,6,4
14,3,2,1,2
28,10,6,2,3
31,7,8,3,2
17,10,10,1,3
19,6,2,2,1
7,5,8,1,1
49,19,12,7,4
113,45,22,8,1
93,43,19,8,4
22,10,6,1,4
21,13,4,1,2
9,3,1,0,2
12,3,1,2,2
5,1,0,2,1
35,14,6,3,3
92,44,21,4,3
79,30,14,4,2
29,17,9,3,5
18,11,6,5,1
39,15,11,2,0
29,28,10,7,3
33,22,12,9,1
12,3,3,0,3
2,0,0,1,0
38,16,10,2,5
68,39,15,4,9
58,19,7,4,4
70,29,15,4,4
70,29,13,5,3
1,1,0,0,0
1,0,0,0,0
6,7,3,5,1
261,85,29,24,24
82,27,16,3,8
52,18,5,3,5
17,4,1,0,2
1,2,1,0,1
15,5,2,1,2
13,6,2,1,0
6,5,1,1,2
67,12,8,5,7
36,17,8,6,5
63,23,12,6,6
44,19,11,10,4
154,51,10,13,7
92,25,13,3,8
203,45,13,8,6
79,33,5,4,3
64,20,2,4,1
139,42,12,1,2
69,29,4,5,5
132,47,10,6,5
204,55,18,12,10
93,34,13,9,8
39,8,4,3,5
63,17,5,8,7
27,8,2,2,6
24,5,3,4,5
56,18,8,4,7
22,12,3,4,3
145,68,34,19,16
282,95,43,26,20
87,36,27,11,19
179,104,37,20,18
159,68,44,12,22
38,18,10,6,3
0,0,1,0,0
48,23,10,5,6
2,0,0,0,0
4,2,0,0,1
131,48,21,10,14
171,51,25,9,14
156,39,23,11,15
99,36,15,7,10
84,45,12,7,7
13,8,0,0,4
58,34,8,4,7
57,21,3,8,6
173,107,21,12,19
227,99,22,16,17
4,1,0,0,3
16,2,0,0,2
142,63,31,21,14
45,26,5,7,6
333,129,36,18,11
352,122,40,27,26
186,38,10,12,9
119,41,13,9,7
177,61,27,13,8
102,33,11,11,12
41,13,4,3,5
41,7,8,2,2
77,10,5,2,5
385,100,38,15,11
430,108,34,16,18
368,69,27,6,11
579,121,40,20,23
193,77,24,20,13
192,60,16,14,12
97,26,7,4,9
127,36,26,8,8
280,58,28,10,12
139,39,16,7,7
13,3,2,4,1
5,3,2,0,0
22,5,5,0,2
13,6,6,5,0
8,1,2,0,0
53,20,12,3,0
38,12,4,1,1
41,13,4,0,1
87,39,11,5,16
104,33,22,9,12
25,9,2,1,2
18,3,6,0,3
118,48,23,20,20
355,125,47,20,19
191,53,29,11,5
420,136,54,40,36
138,50,28,16,20
119,35,22,10,9
167,53,26,12,13
67,26,14,6,11
86,32,26,7,11
189,75,39,22,36
88,27,15,12,15
98,32,11,9,2
100,30,10,7,2
146,39,14,9,3
114,34,14,18,6
54,27,8,9,5
103,51,25,26,11
116,54,21,15,6
36,15,9,2,4
47,21,7,5,6
96,13,13,4,5
65,13,6,4,1
69,20,6,3,3
174,46,17,14,14
133,30,6,7,11
288,62,22,15,10
161,46,15,9,14
20,6,2,4,0
18,5,1,5,2
11,2,0,4,4
0,0,0,0,1
63,17,3,2,3
183,40,18,11,10
12,5,1,1,0
4,1,0,2,0
17,8,1,1,1
155,30,8,2,4
13,7,3,3,0
26,10,3,4,0
19,10,3,3,1
142,33,16,12,4
46,11,10,4,4
61,25,7,9,5
15,9,5,2,1
17,7,4,4,0
23,8,4,3,2
20,10,3,4,3
14,5,0,1,3
15,5,2,2,2
79,34,18,6,11
33,14,2,3,4
94,45,7,4,3
22,6,3,0,6
76,27,15,9,3
37,8,6,7,3
50,31,3,4,1
132,24,10,4,3
112,38,17,8,4
72,31,17,14,6
35,8,4,3,1
55,19,4,4,3
24,9,3,2,1
48,23,7,4,4
40,22,8,2,3
100,26,11,5,6
31,10,4,1,3
44,18,10,3,2
80,22,13,4,6
70,20,14,7,3
469,152,53,40,37
86,36,11,8,11
118,49,30,17,19
67,39,18,5,2
52,17,11,6,5
169,101,36,28,18
274,107,30,20,17
219,81,32,15,36
41,19,5,5,4
608,244,92,51,24
175,49,17,7,17
111,33,7,7,13
98,40,19,14,12
375,98,50,25,25
67,36,23,3,6
46,21,13,4,6
97,32,18,9,4
81,33,22,11,7
56,28,12,12,6
52,30,18,9,9
85,33,24,8,2
85,31,20,7,8
76,30,16,7,4
22,10,2,2,4
13,7,4,0,0
9,2,2,5,0
6,2,3,1,5
10,2,0,0,0
5,4,1,0,0
8,1,0,2,1
46,7,12,4,5
20,4,1,2,1
92,31,19,10,11
99,32,17,8,7
389,167,53,32,30
462,142,58,28,24
304,125,48,28,35
324,119,46,21,10
98,51,14,9,13
54,23,7,5,1
27,28,8,3,6
47,22,6,4,1
71,27,5,5,2
102,39,10,9,10
62,39,6,5,4
41,16,9,4,4
20,4,0,0,0
1,0,0,0,0
8,3,2,2,6
28,18,10,5,11
15,5,6,6,5
47,24,11,5,4
115,44,12,7,12
54,12,6,2,9
40,8,4,2,6
46,5,3,2,1
40,3,4,1,1
28,13,6,4,2
10,0,1,0,0
426,228,91,65,57
499,163,83,44,44
225,91,28,11,5
189,100,23,19,2
253,123,36,21,4
0,0,1,0,0
0,0,1,0,0
252,113,35,23,30
90,43,17,6,9
248,117,49,33,26
210,120,43,21,19
191,61,27,11,7
66,19,9,2,2
66,15,6,2,4
70,30,10,3,5
61,19,8,2,4
89,41,6,11,12
9,0,2,0,0
146,68,30,15,11
92,29,21,17,16
12,10,5,0,1
32,6,6,6,1
5,5,0,1,1
24,10,2,2,0
7,8,1,0,0
29,19,3,1,7
43,5,13,4,10
185,57,15,18,12
142,49,15,8,11
195,61,19,18,15
226,62,17,18,19
122,30,15,5,6
93,28,11,4,5
65,23,5,1,7
512,178,55,37,43
136,23,14,5,4
67,34,7,10,14
28,10,6,1,1
19,11,6,2,0
8,2,1,2,4
4,0,0,0,0
71,28,14,14,3
60,34,12,10,3
72,43,19,11,2
87,39,11,16,14
262,111,33,28,25
29,16,2,2,3
266,70,27,17,21
241,58,20,9,10
305,70,21,13,10
24,4,2,1,2
137,46,19,14,12
168,47,19,12,13
723,191,83,43,28
40,9,1,1,2
75,10,6,5,3
60,7,2,5,3
30,5,4,1,0
11,2,1,1,2
63,13,10,3,2
23,4,3,1,0
70,18,10,6,10
114,57,23,10,6
71,32,8,13,2
71,45,21,10,3
69,31,19,10,3
187,45,12,10,10
14,3,0,1,3
51,18,12,5,3
16,1,3,0,0
31,20,8,3,3
0,0,0,1,0
196,66,25,16,21
35,22,12,3,3
19,13,4,3,5
89,22,13,12,13
22,4,7,4,6
71,22,8,7,9
130,31,6,6,9
53,25,8,3,5
38,18,4,2,2
40,16,2,5,3
63,21,10,9,8
35,9,9,7,1
48,17,6,7,3
46,16,10,9,7
107,27,13,8,15
18,4,1,2,2
76,23,3,5,4
60,20,5,5,7
36,7,7,2,6
16,5,9,2,4
28,14,8,4,7
21,11,5,3,7
41,21,8,5,11
28,13,6,4,8
40,17,4,6,8
49,12,5,3,2
29,9,1,0,2
30,7,5,0,2
16,6,3,4,10
7,4,1,2,4
21,7,3,2,3
7,5,0,2,3
30,11,3,2,4
41,22,5,3,8
66,15,3,4,9
14,4,1,1,1
27,8,3,0,6
28,14,2,5,6
39,33,2,6,6
36,27,5,4,5
54,24,12,5,6
50,26,5,4,4
30,4,3,1,7
146,79,20,10,8
23,13,4,4,3
165,87,25,10,13
139,65,19,10,5
1,0,0,0,0
36,13,6,3,4
35,16,4,4,4
39,27,12,3,6
32,11,3,3,2
24,6,1,1,0
25,12,4,0,3
44,10,3,4,3
58,32,13,5,10
54,26,5,11,8
51,18,7,6,12
42,20,2,13,5
34,13,3,6,3
13,14,4,5,8
7,7,2,3,3
38,35,8,5,11
47,27,5,6,10
39,25,4,5,16
159,58,21,6,17
118,52,24,13,14
143,73,32,10,26
133,53,23,13,10
31,8,2,1,0
73,39,16,10,8
93,53,17,9,13
104,44,19,13,12
134,53,20,11,13
20,13,9,2,4
20,12,7,1,4
57,21,15,8,2
32,16,5,7,2
26,5,3,1,1
46,12,3,4,1
40,9,2,2,0
56,27,14,2,1
57,19,16,3,3
35,12,8,0,1
60,17,11,5,3
72,25,9,9,7
27,7,2,4,2
22,6,3,5,4
56,13,7,7,7
27,14,8,3,11
34,15,10,8,2
38,9,7,3,1
25,2,4,3,3
1,0,0,0,0
21,5,2,1,1
34,7,6,7,5
429,95,48,23,14
125,29,10,4,5
335,72,37,15,12
106,22,10,9,6
97,23,17,3,3
93,19,11,3,5
198,28,28,10,8
62,16,8,3,3
78,26,8,8,13
27,10,7,4,5
13,8,5,1,0
69,29,15,7,1
28,13,7,7,0
32,15,9,7,0
19,10,5,4,3
27,13,8,2,2
42,14,3,2,3
32,6,4,3,2
33,6,3,1,1
25,6,1,1,1
175,55,12,10,7
59,33,9,7,8
48,24,8,4,5
0,0,1,0,0
234,55,20,15,7
12,8,2,2,1
46,8,4,2,5
434,103,29,19,14
374,76,20,16,11
51,19,6,5,6
58,28,7,6,14
29,20,8,3,3
76,40,16,10,8
73,35,8,2,8
46,18,9,2,6
30,18,3,2,7
53,27,5,6,8
83,20,10,5,9
94,27,18,10,7
278,100,37,25,17
150,51,18,12,23
59,24,9,4,5
101,29,12,4,13
60,21,7,3,8
50,16,9,4,6
71,17,6,5,6
81,12,6,2,4
320,52,18,10,14
137,31,12,10,10
226,38,15,3,13
682,199,62,34,31
758,207,56,35,27
670,159,67,36,25
378,69,21,10,9
648,142,52,21,27
22,11,2,1,0
22,6,1,2,0
12,3,2,1,0
33,13,3,1,0
10,4,0,1,1
11,3,0,1,0
72,20,7,9,4
148,49,19,11,5
52,21,5,3,6
89,30,15,14,4
97,23,12,10,7
53,19,5,6,3
35,8,4,5,4
37,14,5,3,5
20,2,1,0,1
13,5,3,1,1
25,6,6,5,3
34,4,2,5,1
545,159,52,23,24
66,32,1,5,13
193,100,26,20,19
50,9,3,2,6
8,1,2,1,1
32,15,8,5,3
244,93,41,23,19
132,70,23,9,9
104,35,11,8,8
55,18,10,1,3
65,26,12,12,8
51,13,7,5,1
997,394,146,86,100
200,69,23,18,18
80,29,13,12,7
79,37,11,14,5
232,108,35,32,40
58,22,3,3,6
160,84,39,28,14
90,38,17,12,9
190,40,23,10,16
164,31,21,8,16
123,37,16,5,10
58,33,15,4,6
137,44,11,17,12
93,28,8,12,4
108,37,12,14,5
44,19,4,2,5
97,32,16,10,8
91,29,9,6,11
92,43,14,11,13
36,24,7,4,3
42,25,5,5,4
17,11,0,2,4
57,25,6,10,2
30,3,5,2,1
11,1,1,2,1
22,5,3,4,0
42,18,12,12,5
29,12,5,6,2
24,10,1,2,2
41,13,10,2,2
31,6,6,2,2
22,6,5,0,5
157,82,16,25,26
550,231,79,56,64
8,3,1,1,1
9,3,1,1,1
95,38,13,11,7
29,11,3,0,2
164,66,23,16,16
96,40,12,10,5
96,34,15,3,4
403,103,37,20,23
81,20,9,1,5
559,236,90,39,61
449,195,72,58,45
37,10,10,5,3
51,11,7,5,8
47,14,10,2,6
47,14,6,8,8
87,15,3,5,2
46,18,8,6,1
30,19,10,7,5
41,17,10,5,4
28,12,6,5,3
33,19,6,4,6
48,19,8,5,7
28,8,5,1,6
87,23,12,4,8
82,42,15,16,10
7,2,1,0,0
203,78,35,25,39
171,80,27,23,11
179,68,41,16,18
113,40,29,10,11
196,63,32,15,19
103,47,13,4,13
84,17,5,8,5
35,18,5,3,5
43,14,8,2,3
27,16,5,7,5
61,23,3,5,5
168,56,35,16,24
51,17,9,6,7
154,44,13,24,24
126,54,16,22,21
10,1,4,1,0
29,4,1,3,2
151,68,25,13,11
207,81,26,19,15
131,60,18,17,14
52,16,9,2,3
22,11,3,3,3
30,8,5,3,2
22,7,1,2,1
30,12,5,3,2
40,17,9,5,5
36,12,5,5,5
26,8,5,4,1
33,11,3,6,5
32,13,5,4,3
39,13,5,5,3
62,22,7,6,10
60,19,5,5,11
63,28,9,10,14
62,29,8,9,11
35,15,3,5,8
31,10,2,3,6
35,15,3,9,5
33,15,5,3,6
107,45,15,10,9
97,36,16,6,11
37,18,7,5,1
42,21,10,2,4
114,50,25,11,7
71,26,10,3,3
82,35,18,6,7
73,44,13,4,4
14,4,3,4,2
53,15,10,7,5
36,10,10,4,5
15,4,2,1,0
24,7,7,2,1
